event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp,text,clean_text,cluster
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Welterweight,Kenny Robertson,Sultan Aliev,fighter1,1                                  0,14                                  8,0                                  0,0                                  0,KO/TKO              Punch,1,2:42,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Welterweight Kenny Robertson Sultan Aliev fighter1 1                                  0 14                                  8 0                                  0 0                                  0 KO/TKO              Punch 2:42 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden welterweight kenny robertson sultan aliev fighter kotko punch,0
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Featherweight,Makwan Amirkhani,Andy Ogle,fighter1,1                                  0,6                                  0,0                                  0,0                                  0,KO/TKO              Punches,1,0:08,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Featherweight Makwan Amirkhani Andy Ogle fighter1 1                                  0 6                                  0 0                                  0 0                                  0 KO/TKO              Punches 0:08 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden featherweight makwan amirkhani andy ogle fighter kotko punches,0
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Light Heavyweight,Nikita Krylov,Stanislav Nedkov,fighter1,1                                  0,13                                  4,0                                  0,1                                  0,SUB              Guillotine Choke,1,1:24,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Light Heavyweight Nikita Krylov Stanislav Nedkov fighter1 1                                  0 13                                  4 0                                  0 1                                  0 SUB              Guillotine Choke 1:24 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden light heavyweight nikita krylov stanislav nedkov fighter sub guillotine choke,4
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Lightweight,Mairbek Taisumov,Anthony Christodoulou,fighter1,0                                  0,37                                  9,2                                  0,0                                  0,KO/TKO              Punches,2,0:38,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Lightweight Mairbek Taisumov Anthony Christodoulou fighter1 0                                  0 37                                  9 2                                  0 0                                  0 KO/TKO              Punches 0:38 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden lightweight mairbek taisumov anthony christodoulou fighter kotko punches,0
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Featherweight,Mirsad Bektic,Paul Redmond,fighter1,0                                  0,34                                  2,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Featherweight Mirsad Bektic Paul Redmond fighter1 0                                  0 34                                  2 2                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden featherweight mirsad bektic paul redmond fighter udec,0
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Heavyweight,Viktor Pesta,Konstantin Erokhin,fighter1,0                                  0,35                                  17,4                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Heavyweight Viktor Pesta Konstantin Erokhin fighter1 0                                  0 35                                  17 4                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden heavyweight viktor pesta konstantin erokhin fighter udec,0
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Flyweight,Neil Seery,Chris Beal,fighter1,0                                  0,56                                  39,1                                  2,4                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Flyweight Neil Seery Chris Beal fighter1 0                                  0 56                                  39 1                                  2 4                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden flyweight neil seery chris beal fighter udec,0
UFC Fight Night: McGregor vs Siver,January 18 2015,"Boston, Massachusetts, USA",Featherweight,Conor McGregor,Dennis Siver,fighter1,1                                  0,64                                  32,0                                  0,0                                  0,KO/TKO              Punch,2,1:54,2023-09-21 02:02:55.178363,"UFC Fight Night: McGregor vs Siver January 18 2015 Boston, Massachusetts, USA Featherweight Conor McGregor Dennis Siver fighter1 1                                  0 64                                  32 0                                  0 0                                  0 KO/TKO              Punch 1:54 2023-09-21 02:02:55.178363",ufc fight night mcgregor vs siver january boston massachusetts usa featherweight conor mcgregor dennis siver fighter kotko punch,0
UFC Fight Night: McGregor vs Siver,January 18 2015,"Boston, Massachusetts, USA",Lightweight,Donald Cerrone,Benson Henderson,fighter1,0                                  0,57                                  86,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: McGregor vs Siver January 18 2015 Boston, Massachusetts, USA Lightweight Donald Cerrone Benson Henderson fighter1 0                                  0 57                                  86 1                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night mcgregor vs siver january boston massachusetts usa lightweight donald cerrone benson henderson fighter udec,0
UFC Fight Night: McGregor vs Siver,January 18 2015,"Boston, Massachusetts, USA",Middleweight,Uriah Hall,Ron Stallings,fighter1,1                                  0,27                                  10,0                                  0,0                                  0,KO/TKO,1,3:37,2023-09-21 02:02:55.178363,"UFC Fight Night: McGregor vs Siver January 18 2015 Boston, Massachusetts, USA Middleweight Uriah Hall Ron Stallings fighter1 1                                  0 27                                  10 0                                  0 0                                  0 KO/TKO 3:37 2023-09-21 02:02:55.178363",ufc fight night mcgregor vs siver january boston massachusetts usa middleweight uriah hall ron stallings fighter kotko,0
UFC Fight Night: McGregor vs Siver,January 18 2015,"Boston, Massachusetts, USA",Lightweight,Gleison Tibau,Norman Parke,fighter1,0                                  0,38                                  43,2                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: McGregor vs Siver January 18 2015 Boston, Massachusetts, USA Lightweight Gleison Tibau Norman Parke fighter1 0                                  0 38                                  43 2                                  0 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night mcgregor vs siver january boston massachusetts usa lightweight gleison tibau norman parke fighter sdec,0
