cancelled,contract length,days active,invites sent,money spent,occupation,used coupon code,user ID,Cluster,NLP_Cluster
no,annual,124,10,857,product manager,no,7198,0,0
no,monthly,147,6,694,product manager,no,7199,1,0
no,monthly,50,12,386,engineering manager,no,7200,0,2
no,monthly,101,7,1065,developer,no,7201,1,1
no,monthly,112,5,140,product manager,no,7202,1,0
no,monthly,76,4,614,developer,yes,7203,1,1
no,monthly,48,10,629,developer,yes,7204,1,1
yes,monthly,48,0,1016,designer,yes,7205,1,1
no,monthly,27,7,692,product manager,no,7206,1,0
no,annual,132,15,1150,engineering manager,no,7207,0,2
no,annual,113,18,394,product manager,no,7208,0,0
no,annual,148,4,947,product manager,yes,7209,1,0
no,annual,138,10,731,engineering manager,no,7210,0,2
no,monthly,112,13,636,engineering manager,no,7211,0,2
no,monthly,74,12,445,engineering manager,no,7212,0,2
no,annual,51,20,635,engineering manager,no,7213,0,2
no,annual,111,9,27,developer,no,7214,0,1
no,annual,17,17,1160,product manager,yes,7215,0,0
yes,monthly,90,0,605,engineering manager,no,7216,1,2
no,monthly,118,12,1125,developer,yes,7217,0,1
yes,annual,66,1,735,sales,no,7218,1,1
yes,monthly,78,9,1114,designer,no,7219,1,1
yes,monthly,46,6,1004,developer,no,7220,1,1
no,annual,122,19,986,engineering manager,no,7221,0,2
no,monthly,59,3,998,product manager,no,7222,1,0
no,monthly,2,3,661,engineering manager,yes,7223,1,2
no,annual,47,9,732,engineering manager,no,7224,1,2
no,monthly,102,18,372,engineering manager,no,7225,0,2
no,monthly,88,20,213,product manager,no,7226,0,0
no,annual,89,20,234,engineering manager,no,7227,0,2
yes,monthly,96,9,643,developer,yes,7228,1,1
no,monthly,47,5,401,product manager,no,7229,1,0
no,annual,68,2,299,product manager,no,7230,1,0
yes,monthly,49,0,69,developer,yes,7231,1,1
no,monthly,120,7,194,engineering manager,yes,7232,1,2
yes,annual,96,7,751,marketer,no,7233,1,1
no,annual,34,7,133,developer,yes,7234,1,1
yes,monthly,80,12,676,product manager,yes,7235,0,0
no,monthly,109,2,275,product manager,no,7236,1,0
no,monthly,140,5,208,engineering manager,no,7237,1,2
yes,monthly,2,4,302,designer,no,7238,1,1
no,monthly,50,1,810,developer,no,7239,1,1
no,annual,53,5,878,product manager,no,7240,1,0
yes,monthly,50,12,187,sales,yes,7241,0,1
no,monthly,53,16,870,product manager,no,7242,0,0
no,annual,28,4,539,product manager,no,7243,1,0
no,monthly,73,0,394,product manager,no,7244,1,0
no,annual,130,15,726,engineering manager,no,7245,0,2
no,monthly,59,9,1006,developer,no,7246,1,1
no,monthly,25,18,268,engineering manager,no,7247,0,2
no,annual,44,14,942,engineering manager,yes,7248,0,2
no,monthly,148,7,1024,product manager,no,7249,1,0
no,monthly,53,6,504,engineering manager,yes,7250,1,2
no,monthly,50,9,366,product manager,no,7251,1,0
no,monthly,90,19,866,product manager,no,7252,0,0
yes,monthly,92,1,253,developer,no,7253,1,1
no,monthly,123,10,434,developer,yes,7254,0,1
no,monthly,30,12,701,product manager,no,7255,1,0
no,annual,118,0,875,engineering manager,yes,7256,1,2
yes,monthly,7,7,280,developer,no,7257,1,1
no,monthly,85,0,1091,engineering manager,yes,7258,1,2
yes,monthly,15,3,272,engineering manager,yes,7259,1,2
no,monthly,75,1,901,engineering manager,yes,7260,1,2
no,monthly,7,18,153,engineering manager,no,7261,0,2
no,monthly,110,20,389,developer,no,7262,0,1
no,monthly,140,20,360,engineering manager,no,7263,0,2
yes,annual,38,3,541,sales,yes,7264,1,1
no,annual,32,1,962,product manager,yes,7265,1,0
no,annual,113,7,368,product manager,no,7266,1,0
no,monthly,54,19,301,developer,no,7267,0,1
no,monthly,29,3,1104,engineering manager,no,7268,1,2
no,monthly,24,18,813,developer,no,7269,0,1
no,monthly,39,2,355,engineering manager,no,7270,1,2
no,monthly,46,10,536,product manager,no,7271,1,0
yes,monthly,28,4,894,developer,no,7272,1,1
yes,monthly,41,6,509,developer,yes,7273,1,1
no,monthly,31,14,1173,product manager,no,7274,0,0
yes,monthly,66,7,692,sales,no,7275,1,1
yes,annual,59,12,617,sales,no,7276,0,1
yes,annual,64,12,8,designer,no,7277,0,1
no,annual,36,13,833,developer,yes,7278,0,1
no,monthly,110,16,79,engineering manager,no,7279,0,2
no,monthly,32,0,163,developer,no,7280,1,1
yes,monthly,25,8,145,designer,yes,7281,1,1
no,annual,113,0,383,engineering manager,no,7282,1,2
no,annual,73,4,544,developer,no,7283,1,1
no,monthly,20,4,848,engineering manager,no,7284,1,2
no,monthly,55,20,513,engineering manager,no,7285,0,2
no,monthly,81,1,460,product manager,no,7286,1,0
no,monthly,24,2,540,engineering manager,no,7287,1,2
no,annual,84,8,285,engineering manager,yes,7288,1,2
no,monthly,134,17,983,developer,no,7289,0,1
yes,monthly,87,4,27,sales,yes,7290,1,1
no,monthly,63,12,1189,product manager,no,7291,0,0
no,monthly,6,17,832,product manager,no,7292,0,0
no,monthly,84,0,476,product manager,yes,7293,1,0
no,monthly,68,10,261,product manager,yes,7294,1,0
no,monthly,43,19,696,product manager,no,7295,0,0
no,annual,58,4,404,product manager,yes,7296,1,0
no,monthly,106,10,1113,product manager,no,7297,0,0
yes,monthly,31,7,456,product manager,no,7298,1,0
no,monthly,102,5,589,product manager,yes,7299,1,0
no,annual,67,5,382,product manager,no,7300,1,0
yes,monthly,16,0,760,developer,no,7301,1,1
yes,monthly,72,3,767,sales,no,7302,1,1
yes,monthly,45,2,978,designer,no,7303,1,1
no,monthly,50,0,428,developer,no,7304,1,1
no,monthly,26,20,597,engineering manager,yes,7305,0,2
no,monthly,62,16,1002,developer,no,7306,0,1
no,annual,92,6,642,developer,yes,7307,1,1
no,monthly,58,14,214,product manager,no,7308,0,0
yes,annual,33,2,108,developer,yes,7309,1,1
yes,monthly,27,8,1010,designer,no,7310,1,1
no,monthly,58,13,473,engineering manager,yes,7311,0,2
no,monthly,149,20,950,developer,yes,7312,0,1
yes,annual,72,6,199,marketer,no,7313,1,1
no,monthly,62,20,46,developer,no,7314,0,1
no,monthly,99,15,100,engineering manager,yes,7315,0,2
no,annual,65,10,435,product manager,no,7316,1,0
no,annual,58,3,842,product manager,yes,7317,1,0
yes,monthly,52,6,975,engineering manager,no,7318,1,2
no,monthly,17,18,168,developer,no,7319,0,1
no,annual,87,9,48,developer,no,7320,1,1
yes,monthly,88,1,287,sales,no,7321,1,1
no,monthly,4,11,81,product manager,yes,7322,1,0
no,monthly,74,11,364,developer,no,7323,0,1
no,annual,103,17,149,product manager,yes,7324,0,0
no,annual,50,8,797,product manager,no,7325,1,0
yes,monthly,36,4,658,designer,no,7326,1,1
no,monthly,21,4,1056,engineering manager,no,7327,1,2
no,annual,145,2,364,product manager,no,7328,1,0
no,monthly,88,9,1016,product manager,yes,7329,1,0
no,monthly,57,3,942,engineering manager,no,7330,1,2
no,monthly,64,20,1029,product manager,no,7331,0,0
yes,annual,67,8,927,developer,no,7332,1,1
no,monthly,114,9,516,developer,no,7333,0,1
no,monthly,43,0,633,product manager,no,7334,1,0
yes,annual,90,1,732,designer,no,7335,1,1
no,monthly,66,17,1127,engineering manager,no,7336,0,2
no,monthly,3,7,936,developer,no,7337,1,1
no,monthly,132,17,712,product manager,yes,7338,0,0
no,annual,85,14,143,developer,no,7339,0,1
no,annual,65,2,372,product manager,no,7340,1,0
no,monthly,68,3,616,product manager,no,7341,1,0
yes,monthly,73,12,734,product manager,yes,7342,0,0
yes,monthly,24,3,347,designer,no,7343,1,1
yes,monthly,75,5,1075,marketer,no,7344,1,1
no,monthly,23,15,589,engineering manager,no,7345,0,2
yes,monthly,96,9,844,product manager,no,7346,1,0
no,monthly,13,9,743,engineering manager,no,7347,1,2
yes,annual,25,8,830,sales,no,7348,1,1
yes,annual,66,9,1132,designer,yes,7349,1,1
no,annual,101,18,411,engineering manager,yes,7350,0,2
no,monthly,23,3,989,engineering manager,no,7351,1,2
no,monthly,119,4,760,engineering manager,no,7352,1,2
no,annual,42,15,866,developer,yes,7353,0,1
yes,annual,54,10,354,sales,no,7354,1,1
no,monthly,34,3,700,engineering manager,no,7355,1,2
no,monthly,45,12,176,product manager,yes,7356,0,0
no,monthly,33,6,190,product manager,no,7357,1,0
yes,monthly,44,12,120,marketer,no,7358,0,1
no,monthly,147,14,787,engineering manager,no,7359,0,2
no,monthly,23,11,475,engineering manager,yes,7360,1,2
no,monthly,70,5,1184,product manager,yes,7361,1,0
yes,monthly,17,5,862,sales,no,7362,1,1
no,monthly,125,13,212,product manager,yes,7363,0,0
no,annual,59,4,928,developer,yes,7364,1,1
yes,monthly,1,9,311,designer,yes,7365,1,1
no,monthly,136,1,457,engineering manager,no,7366,1,2
no,monthly,63,1,4,product manager,yes,7367,1,0
yes,monthly,36,9,275,engineering manager,no,7368,1,2
yes,monthly,62,7,29,designer,no,7369,1,1
no,annual,10,8,1183,engineering manager,yes,7370,1,2
no,monthly,31,13,708,developer,yes,7371,0,1
yes,annual,73,0,92,developer,yes,7372,1,1
no,annual,99,6,597,developer,no,7373,1,1
no,monthly,94,10,927,product manager,no,7374,0,0
yes,monthly,41,12,223,developer,yes,7375,0,1
no,monthly,142,13,642,engineering manager,yes,7376,0,2
yes,monthly,46,6,259,marketer,no,7377,1,1
no,monthly,148,9,863,developer,yes,7378,0,1
no,monthly,87,0,302,developer,yes,7379,1,1
no,annual,31,10,952,engineering manager,yes,7380,1,2
no,monthly,25,2,24,engineering manager,no,7381,1,2
no,monthly,37,3,1079,product manager,no,7382,1,0
yes,annual,29,6,809,designer,yes,7383,1,1
no,monthly,119,5,1090,developer,yes,7384,1,1
yes,monthly,59,6,1158,designer,no,7385,1,1
no,annual,80,10,430,engineering manager,no,7386,1,2
no,annual,66,8,1103,developer,no,7387,1,1
yes,monthly,71,5,1013,designer,yes,7388,1,1
yes,annual,48,11,393,designer,no,7389,1,1
no,monthly,121,18,1048,engineering manager,no,7390,0,2
no,monthly,100,13,1077,engineering manager,yes,7391,0,2
no,annual,138,15,345,engineering manager,no,7392,0,2
no,monthly,135,14,533,developer,yes,7393,0,1
no,annual,50,1,580,developer,yes,7394,1,1
no,monthly,131,3,268,developer,yes,7395,1,1
yes,monthly,46,11,512,developer,no,7396,1,1
no,monthly,25,11,801,engineering manager,yes,7397,1,2
no,monthly,52,2,904,product manager,no,7398,1,0
yes,monthly,84,8,862,marketer,no,7399,1,1
no,monthly,42,1,553,product manager,no,7400,1,0
no,annual,55,13,168,developer,no,7401,0,1
no,monthly,124,12,548,product manager,no,7402,0,0
yes,monthly,1,6,396,designer,yes,7403,1,1
no,monthly,133,17,756,developer,no,7404,0,1
no,annual,75,13,199,developer,yes,7405,0,1
yes,annual,50,11,870,engineering manager,yes,7406,1,2
yes,annual,47,1,451,marketer,yes,7407,1,1
yes,annual,9,4,176,marketer,no,7408,1,1
yes,monthly,81,8,1072,designer,no,7409,1,1
yes,monthly,27,4,80,designer,no,7410,1,1
no,annual,33,18,399,developer,no,7411,0,1
yes,monthly,56,9,672,sales,yes,7412,1,1
no,monthly,6,8,316,developer,yes,7413,1,1
no,annual,147,13,1032,engineering manager,yes,7414,0,2
yes,monthly,4,4,1007,sales,yes,7415,1,1
no,monthly,90,3,402,developer,no,7416,1,1
no,monthly,28,3,492,engineering manager,no,7417,1,2
yes,monthly,7,3,680,product manager,yes,7418,1,0
no,monthly,34,1,1147,product manager,no,7419,1,0
no,monthly,43,4,120,product manager,yes,7420,1,0
yes,monthly,8,3,1090,developer,no,7421,1,1
no,annual,138,18,990,engineering manager,no,7422,0,2
no,monthly,49,19,282,product manager,no,7423,0,0
yes,monthly,54,5,317,sales,no,7424,1,1
no,annual,29,15,293,developer,no,7425,0,1
yes,monthly,94,10,842,developer,no,7426,0,1
yes,monthly,40,9,960,product manager,no,7427,1,0
no,monthly,45,4,348,developer,no,7428,1,1
no,annual,111,2,599,engineering manager,no,7429,1,2
no,monthly,25,16,1036,product manager,no,7430,0,0
yes,monthly,81,8,355,product manager,no,7431,1,0
no,monthly,73,15,734,engineering manager,no,7432,0,2
yes,monthly,44,8,369,designer,no,7433,1,1
no,monthly,24,9,1166,engineering manager,yes,7434,1,2
no,annual,45,12,904,developer,yes,7435,1,1
no,monthly,120,4,769,developer,yes,7436,1,1
no,monthly,119,16,769,product manager,no,7437,0,0
yes,monthly,88,6,1124,developer,yes,7438,1,1
no,monthly,136,2,93,developer,no,7439,1,1
no,annual,11,6,330,engineering manager,no,7440,1,2
no,monthly,28,14,385,product manager,no,7441,0,0
yes,annual,9,5,505,sales,no,7442,1,1
no,annual,111,18,400,engineering manager,no,7443,0,2
no,monthly,1,11,1029,product manager,no,7444,1,0
no,annual,93,9,896,developer,yes,7445,1,1
no,monthly,39,15,53,product manager,no,7446,0,0
no,monthly,39,4,929,developer,no,7447,1,1
no,monthly,39,0,103,engineering manager,yes,7448,1,2
no,monthly,77,10,663,developer,no,7449,1,1
no,monthly,48,20,1150,developer,no,7450,0,1
no,monthly,130,13,706,developer,yes,7451,0,1
yes,monthly,94,3,403,developer,yes,7452,1,1
no,annual,66,0,399,engineering manager,no,7453,1,2
no,monthly,104,8,677,developer,no,7454,1,1
no,monthly,104,19,707,engineering manager,no,7455,0,2
no,annual,17,4,428,engineering manager,yes,7456,1,2
no,annual,49,6,394,product manager,no,7457,1,0
no,annual,52,2,1193,product manager,no,7458,1,0
no,monthly,68,12,875,developer,no,7459,0,1
yes,annual,68,11,563,marketer,yes,7460,0,1
no,monthly,92,7,867,engineering manager,yes,7461,1,2
no,monthly,103,7,596,product manager,yes,7462,1,0
yes,monthly,21,7,287,developer,no,7463,1,1
no,monthly,26,11,872,developer,yes,7464,1,1
no,monthly,49,17,579,developer,no,7465,0,1
no,annual,36,15,210,developer,no,7466,0,1
no,monthly,65,13,615,product manager,no,7467,0,0
no,monthly,94,3,903,engineering manager,yes,7468,1,2
yes,annual,96,2,973,product manager,yes,7469,1,0
yes,monthly,4,5,378,designer,yes,7470,1,1
yes,monthly,91,4,9,product manager,no,7471,1,0
yes,monthly,69,10,1018,product manager,yes,7472,1,0
no,monthly,62,14,815,developer,yes,7473,0,1
no,monthly,116,20,134,product manager,no,7474,0,0
no,annual,70,17,292,engineering manager,yes,7475,0,2
no,monthly,22,20,361,product manager,no,7476,0,0
no,annual,92,10,707,product manager,yes,7477,0,0
yes,annual,6,11,54,product manager,yes,7478,1,0
no,monthly,47,16,992,developer,no,7479,0,1
no,monthly,36,8,372,engineering manager,no,7480,1,2
no,monthly,67,11,1142,product manager,no,7481,1,0
yes,monthly,96,11,277,marketer,no,7482,0,1
no,monthly,24,12,738,product manager,no,7483,1,0
yes,monthly,35,1,716,product manager,no,7484,1,0
no,annual,47,2,1052,engineering manager,no,7485,1,2
no,monthly,32,14,494,developer,yes,7486,0,1
no,monthly,48,10,10,engineering manager,no,7487,1,2
yes,monthly,3,5,534,developer,no,7488,1,1
no,monthly,149,5,783,product manager,yes,7489,1,0
no,monthly,128,2,155,developer,no,7490,1,1
yes,annual,95,8,672,engineering manager,no,7491,1,2
yes,monthly,28,2,463,product manager,no,7492,1,0
yes,monthly,4,4,144,engineering manager,no,7493,1,2
no,monthly,102,10,114,engineering manager,no,7494,0,2
yes,annual,18,9,1064,sales,no,7495,1,1
yes,annual,6,5,182,designer,yes,7496,1,1
no,monthly,93,20,621,developer,no,7497,0,1
no,monthly,98,1,631,engineering manager,yes,7498,1,2
no,monthly,147,3,1118,product manager,no,7499,1,0
no,monthly,86,15,1144,product manager,no,7500,0,0
no,monthly,5,1,6,product manager,yes,7501,1,0
yes,monthly,83,0,755,engineering manager,no,7502,1,2
no,monthly,67,2,813,developer,no,7503,1,1
no,monthly,108,5,278,product manager,no,7504,1,0
no,monthly,76,4,315,product manager,no,7505,1,0
no,monthly,58,11,12,product manager,yes,7506,1,0
yes,annual,82,3,766,designer,no,7507,1,1
yes,monthly,29,3,13,designer,no,7508,1,1
no,monthly,11,0,1158,developer,yes,7509,1,1
yes,monthly,62,9,1159,sales,yes,7510,1,1
yes,monthly,93,7,635,engineering manager,no,7511,1,2
yes,monthly,38,8,931,engineering manager,no,7512,1,2
no,annual,90,6,45,developer,yes,7513,1,1
no,monthly,148,4,1020,product manager,yes,7514,1,0
no,annual,19,4,519,product manager,no,7515,1,0
no,annual,33,13,975,developer,no,7516,0,1
no,monthly,133,10,280,developer,yes,7517,0,1
no,monthly,56,8,546,engineering manager,yes,7518,1,2
no,monthly,138,11,432,product manager,no,7519,0,0
no,monthly,43,14,172,product manager,no,7520,0,0
yes,monthly,37,2,641,developer,no,7521,1,1
yes,monthly,29,3,69,product manager,no,7522,1,0
yes,monthly,82,10,577,developer,no,7523,1,1
no,annual,39,16,344,developer,no,7524,0,1
yes,monthly,66,8,641,marketer,yes,7525,1,1
no,monthly,110,3,698,engineering manager,no,7526,1,2
no,monthly,141,2,947,developer,yes,7527,1,1
no,annual,95,5,1164,engineering manager,no,7528,1,2
no,annual,118,11,608,engineering manager,no,7529,0,2
no,monthly,144,18,834,product manager,yes,7530,0,0
no,annual,2,18,957,engineering manager,no,7531,0,2
no,monthly,130,15,1139,developer,no,7532,0,1
no,monthly,18,11,782,engineering manager,no,7533,1,2
yes,annual,59,0,661,developer,yes,7534,1,1
no,monthly,20,15,1089,developer,yes,7535,0,1
no,monthly,40,2,1127,developer,yes,7536,1,1
no,monthly,22,4,96,product manager,no,7537,1,0
no,monthly,120,16,430,engineering manager,yes,7538,0,2
yes,annual,29,12,738,developer,no,7539,1,1
no,annual,98,13,626,product manager,yes,7540,0,0
no,monthly,140,11,1109,engineering manager,no,7541,0,2
no,annual,122,19,500,engineering manager,no,7542,0,2
yes,annual,68,10,864,engineering manager,no,7543,1,2
yes,monthly,36,12,1036,sales,yes,7544,1,1
no,monthly,144,9,513,engineering manager,no,7545,0,2
no,annual,2,4,237,engineering manager,yes,7546,1,2
no,monthly,31,13,1148,product manager,yes,7547,1,0
yes,monthly,30,10,193,designer,no,7548,1,1
yes,annual,24,10,1032,marketer,no,7549,1,1
no,annual,30,6,201,developer,yes,7550,1,1
yes,annual,55,6,928,marketer,no,7551,1,1
yes,monthly,13,9,77,product manager,no,7552,1,0
no,monthly,146,6,174,engineering manager,yes,7553,1,2
no,monthly,26,12,1008,engineering manager,no,7554,1,2
no,annual,127,2,846,engineering manager,yes,7555,1,2
no,monthly,25,0,1030,product manager,yes,7556,1,0
no,monthly,84,19,1181,developer,no,7557,0,1
no,monthly,17,1,788,developer,no,7558,1,1
no,monthly,36,12,324,developer,no,7559,1,1
no,monthly,106,6,440,product manager,no,7560,1,0
yes,monthly,51,2,709,product manager,no,7561,1,0
no,annual,43,7,920,product manager,no,7562,1,0
yes,monthly,77,11,408,designer,no,7563,0,1
no,annual,3,13,1033,developer,yes,7564,1,1
yes,monthly,72,9,534,designer,no,7565,1,1
no,annual,124,7,1020,product manager,no,7566,1,0
yes,monthly,72,6,377,engineering manager,no,7567,1,2
no,annual,117,20,437,developer,no,7568,0,1
yes,annual,83,1,160,developer,yes,7569,1,1
no,monthly,71,11,818,engineering manager,yes,7570,1,2
no,annual,127,2,591,developer,yes,7571,1,1
no,monthly,71,18,280,product manager,yes,7572,0,0
no,monthly,116,10,691,engineering manager,yes,7573,0,2
yes,annual,57,2,154,developer,no,7574,1,1
no,monthly,136,3,365,product manager,yes,7575,1,0
no,annual,98,1,791,developer,no,7576,1,1
yes,monthly,79,9,902,engineering manager,no,7577,1,2
yes,monthly,49,12,321,sales,no,7578,0,1
yes,monthly,17,0,987,developer,yes,7579,1,1
yes,annual,66,2,649,engineering manager,no,7580,1,2
yes,annual,77,8,616,developer,yes,7581,1,1
no,monthly,117,17,604,developer,no,7582,0,1
no,monthly,20,20,1035,developer,no,7583,0,1
no,monthly,70,13,909,developer,no,7584,0,1
yes,annual,31,0,513,engineering manager,no,7585,1,2
no,annual,64,9,774,product manager,no,7586,1,0
yes,monthly,86,9,755,marketer,no,7587,1,1
no,monthly,5,13,580,developer,yes,7588,1,1
yes,annual,93,4,484,designer,no,7589,1,1
yes,monthly,28,2,302,sales,no,7590,1,1
yes,monthly,84,9,813,designer,yes,7591,1,1
yes,monthly,23,6,291,sales,yes,7592,1,1
no,monthly,7,11,368,product manager,no,7593,1,0
yes,monthly,81,7,1114,product manager,no,7594,1,0
no,annual,20,2,518,developer,no,7595,1,1
no,annual,123,16,888,developer,no,7596,0,1
no,monthly,53,7,626,developer,no,7597,1,1
no,monthly,21,17,413,engineering manager,no,7598,0,2
yes,monthly,17,8,1015,developer,yes,7599,1,1
no,annual,38,4,788,developer,no,7600,1,1
no,monthly,131,2,1096,product manager,no,7601,1,0
no,monthly,18,9,1190,product manager,yes,7602,1,0
no,monthly,114,6,275,product manager,yes,7603,1,0
no,monthly,96,6,1198,developer,no,7604,1,1
no,monthly,56,13,61,product manager,no,7605,0,0
no,monthly,116,7,1088,developer,no,7606,1,1
no,monthly,136,15,493,product manager,no,7607,0,0
no,monthly,87,19,43,product manager,no,7608,0,0
no,monthly,110,2,1083,engineering manager,no,7609,1,2
no,monthly,146,7,298,product manager,yes,7610,1,0
