Name EN,Name CN,combined_text,cleaned_text,Cluster,Distance_to_Centroid
Pokemon Stadium (USA) (Rev 1),口袋妖怪竞技场,Pokemon Stadium (USA) (Rev 1) 口袋妖怪竞技场,pokemon stadium usa rev 口袋妖怪竞技场,6,0.8260271047106551
Pokemon Stadium (USA) (Rev 2),口袋妖怪竞技场,Pokemon Stadium (USA) (Rev 2) 口袋妖怪竞技场,pokemon stadium usa rev 口袋妖怪竞技场,6,0.8260271047106551
Pokemon Stadium 2 (Japan),口袋妖怪竞技场2,Pokemon Stadium 2 (Japan) 口袋妖怪竞技场2,pokemon stadium japan 口袋妖怪竞技场,6,0.8421598014499178
Pokemon Stadium 2 (Europe),口袋妖怪竞技场2,Pokemon Stadium 2 (Europe) 口袋妖怪竞技场2,pokemon stadium europe 口袋妖怪竞技场,6,0.8331248900813674
Pokemon Stadium 2 (France),口袋妖怪竞技场2,Pokemon Stadium 2 (France) 口袋妖怪竞技场2,pokemon stadium france 口袋妖怪竞技场,6,0.8452912329998465
Pokemon Stadium 2 (Germany),口袋妖怪竞技场2,Pokemon Stadium 2 (Germany) 口袋妖怪竞技场2,pokemon stadium germany 口袋妖怪竞技场,6,0.8446731981395837
Pokemon Stadium 2 (Italy),口袋妖怪竞技场2,Pokemon Stadium 2 (Italy) 口袋妖怪竞技场2,pokemon stadium italy 口袋妖怪竞技场,6,0.8549391569445809
Pokemon Stadium 2 (Spain),口袋妖怪竞技场2,Pokemon Stadium 2 (Spain) 口袋妖怪竞技场2,pokemon stadium spain 口袋妖怪竞技场,6,0.8549391569445809
Pokemon Stadium 2 (USA),口袋妖怪竞技场2,Pokemon Stadium 2 (USA) 口袋妖怪竞技场2,pokemon stadium usa 口袋妖怪竞技场,6,0.822774279619457
Pokemon Stadium Kin Gin (Japan),口袋妖怪竞技场-金银,Pokemon Stadium Kin Gin (Japan) 口袋妖怪竞技场-金银,pokemon stadium kin gin japan 口袋妖怪竞技场金银,6,0.9630783324111004
Polaris SnoCross (USA),雪地摩托车,Polaris SnoCross (USA) 雪地摩托车,polaris snocross usa 雪地摩托车,5,0.9963150150873785
Power League 64 (Japan),超级联盟棒球64,Power League 64 (Japan) 超级联盟棒球64,power league japan 超级联盟棒球,7,0.9881641214183461
Power Rangers - Lightspeed Rescue (Europe),超能战队-光速救援,Power Rangers - Lightspeed Rescue (Europe) 超能战队-光速救援,power rangers lightspeed rescue europe 超能战队光速救援,1,0.9956377849386967
Power Rangers - Lightspeed Rescue (USA),超能战队-光速救援,Power Rangers - Lightspeed Rescue (USA) 超能战队-光速救援,power rangers lightspeed rescue usa 超能战队光速救援,5,0.9974955558997279
"Powerpuff Girls, The - Chemical X-Traction (USA) (Beta) (2001-09-27)",飞天小女警-X元素,"Powerpuff Girls, The - Chemical X-Traction (USA) (Beta) (2001-09-27) 飞天小女警-X元素",powerpuff girls chemical xtraction usa beta 飞天小女警x元素,5,0.9883744494770507
"Powerpuff Girls, The - Chemical X-Traction (USA)",飞天小女警-X元素,"Powerpuff Girls, The - Chemical X-Traction (USA) 飞天小女警-X元素",powerpuff girls chemical xtraction usa 飞天小女警x元素,5,0.9960263804153228
Premier Manager 64 (Europe),足球经理64,Premier Manager 64 (Europe) 足球经理64,premier manager europe 足球经理,1,0.9936226666993042
Pro Mahjong Kiwame 64 (Japan),极道麻雀64,Pro Mahjong Kiwame 64 (Japan) 极道麻雀64,pro mahjong kiwame japan 极道麻雀,7,0.9805629761776223
Pro Mahjong Kiwame 64 (Japan) (Rev 1),极道麻雀64,Pro Mahjong Kiwame 64 (Japan) (Rev 1) 极道麻雀64,pro mahjong kiwame japan rev 极道麻雀,7,0.9815654870849312
Pro Mahjong Tsuwamono 64 - Jansou Battle ni Chousen (Japan),强者麻雀64,Pro Mahjong Tsuwamono 64 - Jansou Battle ni Chousen (Japan) 强者麻雀64,pro mahjong tsuwamono jansou battle ni chousen japan 强者麻雀,7,0.9901645473372465
Puyo Puyo Sun 64 (Japan),噗哟噗哟太阳64,Puyo Puyo Sun 64 (Japan) 噗哟噗哟太阳64,puyo puyo sun japan 噗哟噗哟太阳,7,0.9911687516726496
Puyo Puyoon Party (Japan),噗哟噗哟4-魔法派对,Puyo Puyoon Party (Japan) 噗哟噗哟4-魔法派对,puyo puyoon party japan 噗哟噗哟魔法派对,7,0.9847455795776128
Puzzle Bobble 64 (Japan),泡泡龙64,Puzzle Bobble 64 (Japan) 泡泡龙64,puzzle bobble japan 泡泡龙,7,0.9879964893379005
Puzzle Master 64 (World) (Unl),,Puzzle Master 64 (World) (Unl) ,puzzle master world unl,4,0.9609985158054887
Quake (Europe),雷神之锤64,Quake (Europe) 雷神之锤64,quake europe 雷神之锤,1,0.9861370530431006
Quake (USA),雷神之锤64,Quake (USA) 雷神之锤64,quake usa 雷神之锤,5,0.9919746604015631
Quake II (Europe),雷神之锤2,Quake II (Europe) 雷神之锤2,quake ii europe 雷神之锤,1,0.9896815098137274
Quake II (USA),雷神之锤2,Quake II (USA) 雷神之锤2,quake ii usa 雷神之锤,5,0.9941686137536732
Quest 64 (USA),圣魔世纪,Quest 64 (USA) 圣魔世纪,quest usa 圣魔世纪,5,0.9925622078351114
Racing Simulation 2 (Germany),模拟赛车2-摩纳哥大奖赛,Racing Simulation 2 (Germany) 模拟赛车2-摩纳哥大奖赛,racing simulation germany 模拟赛车摩纳哥大奖赛,5,1.000060694799972
Rakugakids (Europe),涂鸦小子,Rakugakids (Europe) 涂鸦小子,rakugakids europe 涂鸦小子,1,0.9895461810395256
Rakugakids (Japan),涂鸦小子,Rakugakids (Japan) 涂鸦小子,rakugakids japan 涂鸦小子,7,0.9845138957328514
Rally '99 (Japan),汽车拉力挑战赛'99,Rally '99 (Japan) 汽车拉力挑战赛'99,rally japan 汽车拉力挑战赛,7,0.979154723262819
Rally Challenge 2000 (USA),汽车拉力挑战赛2000,Rally Challenge 2000 (USA) 汽车拉力挑战赛2000,rally challenge usa 汽车拉力挑战赛,5,0.9921017854191778
Rampage - World Tour (Europe),狂暴大破坏-世界之旅,Rampage - World Tour (Europe) 狂暴大破坏-世界之旅,rampage world tour europe 狂暴大破坏世界之旅,4,0.9620810384796455
Rampage - World Tour (USA),狂暴大破坏-世界之旅,Rampage - World Tour (USA) 狂暴大破坏-世界之旅,rampage world tour usa 狂暴大破坏世界之旅,4,0.9653425862366543
Rampage 2 - Universal Tour (Europe),狂暴大破坏2-环球之旅,Rampage 2 - Universal Tour (Europe) 狂暴大破坏2-环球之旅,rampage universal tour europe 狂暴大破坏环球之旅,1,0.9938597275263278
Rampage 2 - Universal Tour (USA),狂暴大破坏2-环球之旅,Rampage 2 - Universal Tour (USA) 狂暴大破坏2-环球之旅,rampage universal tour usa 狂暴大破坏环球之旅,5,0.9942063135540012
Rampage 2 - Universal Tour (USA) (LodgeNet),狂暴大破坏2-环球之旅,Rampage 2 - Universal Tour (USA) (LodgeNet) 狂暴大破坏2-环球之旅,rampage universal tour usa lodgenet 狂暴大破坏环球之旅,5,0.9874347541448492
"Rat Attack (Europe) (En,Fr,De,Es,It,Nl)",围鼠大作战,"Rat Attack (Europe) (En,Fr,De,Es,It,Nl) 围鼠大作战",rat attack europe enfrdeesitnl 围鼠大作战,1,0.9835873666943568
Rat Attack! (USA),围鼠大作战,Rat Attack! (USA) 围鼠大作战,rat attack usa 围鼠大作战,5,0.9943566838352839
"Rayman 2 - The Great Escape (Europe) (En,Fr,De,Es,It)",雷曼2-胜利大逃亡,"Rayman 2 - The Great Escape (Europe) (En,Fr,De,Es,It) 雷曼2-胜利大逃亡",rayman great escape europe enfrdeesit 雷曼胜利大逃亡,4,0.9688236939482788
"Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It)",雷曼2-胜利大逃亡,"Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It) 雷曼2-胜利大逃亡",rayman great escape usa enfrdeesit 雷曼胜利大逃亡,4,0.9885940586038472
"Razmoket, Les - La Chasse aux Tresors (France)",淘气小兵兵-寻宝历险记,"Razmoket, Les - La Chasse aux Tresors (France) 淘气小兵兵-寻宝历险记",razmoket les la chasse aux tresors france 淘气小兵兵寻宝历险记,5,1.0034056981605646
Razor Freestyle Scooter (USA),Razor自由式滑板车,Razor Freestyle Scooter (USA) Razor自由式滑板车,razor freestyle scooter usa razor自由式滑板车,5,0.9975624915507565
"Re-Volt (Europe) (En,Fr,De,Es)",遥控小赛车,"Re-Volt (Europe) (En,Fr,De,Es) 遥控小赛车",revolt europe enfrdees 遥控小赛车,1,0.9838481782282085
Re-Volt (USA),遥控小赛车,Re-Volt (USA) 遥控小赛车,revolt usa 遥控小赛车,5,0.9939167674815146
"Ready 2 Rumble Boxing (Europe) (En,Fr,De)",爆笑拳击,"Ready 2 Rumble Boxing (Europe) (En,Fr,De) 爆笑拳击",ready rumble boxing europe enfrde 爆笑拳击,2,0.5577400668337382
Ready 2 Rumble Boxing (USA),爆笑拳击,Ready 2 Rumble Boxing (USA) 爆笑拳击,ready rumble boxing usa 爆笑拳击,2,0.4547100855232485
Ready 2 Rumble Boxing (USA) (LodgeNet),爆笑拳击,Ready 2 Rumble Boxing (USA) (LodgeNet) 爆笑拳击,ready rumble boxing usa lodgenet 爆笑拳击,2,0.48850209798914146
Ready 2 Rumble Boxing - Round 2 (USA),爆笑拳击-第2回合,Ready 2 Rumble Boxing - Round 2 (USA) 爆笑拳击-第2回合,ready rumble boxing round usa 爆笑拳击第回合,2,0.6814649291114209
"Resident Evil 2 (Europe) (En,Fr)",生化危机2,"Resident Evil 2 (Europe) (En,Fr) 生化危机2",resident evil europe enfr 生化危机,1,0.9920312103719688
Resident Evil 2 (USA) (Rev 1),生化危机2,Resident Evil 2 (USA) (Rev 1) 生化危机2,resident evil usa rev 生化危机,9,0.9647423611681405
Resident Evil 2 (USA),生化危机2,Resident Evil 2 (USA) 生化危机2,resident evil usa 生化危机,5,0.9951313379206609
Riqa (Europe) (Proto) (2000-02-14),,Riqa (Europe) (Proto) (2000-02-14) ,riqa europe proto,1,0.9694085686373939
Riqa (Europe) (Proto) (2000-03-24),,Riqa (Europe) (Proto) (2000-03-24) ,riqa europe proto,1,0.9694085686373939
Riqa (Europe) (Proto) (2000-05-28),,Riqa (Europe) (Proto) (2000-05-28) ,riqa europe proto,1,0.9694085686373939
Riqa (Europe) (Proto) (2000-03-27),,Riqa (Europe) (Proto) (2000-03-27) ,riqa europe proto,1,0.9694085686373939
Road Rash 64 (Europe) (Beta) (1999-10-12),暴力摩托64,Road Rash 64 (Europe) (Beta) (1999-10-12) 暴力摩托64,road rash europe beta 暴力摩托,1,0.9826968331959204
Road Rash 64 (USA) (Beta 1),暴力摩托64,Road Rash 64 (USA) (Beta 1) 暴力摩托64,road rash usa beta 暴力摩托,5,0.9802619907745699
Road Rash 64 (USA) (Beta 2),暴力摩托64,Road Rash 64 (USA) (Beta 2) 暴力摩托64,road rash usa beta 暴力摩托,5,0.9802619907745699
Road Rash 64 (Europe),暴力摩托64,Road Rash 64 (Europe) 暴力摩托64,road rash europe 暴力摩托,1,0.9878902158749167
Road Rash 64 (USA),暴力摩托64,Road Rash 64 (USA) 暴力摩托64,road rash usa 暴力摩托,5,0.9911631380983734
"Roadsters (Europe) (En,Fr,De,Es,It,Nl)",敞篷跑车大赛,"Roadsters (Europe) (En,Fr,De,Es,It,Nl) 敞篷跑车大赛",roadsters europe enfrdeesitnl 敞篷跑车大赛,1,0.9814138544557318
"Roadsters (USA) (En,Fr,Es)",敞篷跑车大赛,"Roadsters (USA) (En,Fr,Es) 敞篷跑车大赛",roadsters usa enfres 敞篷跑车大赛,5,0.9913425269716941
Robot Poncots 64 - 7tsu no Umi no Caramel (Japan),机甲宝贝64-七海传说,Robot Poncots 64 - 7tsu no Umi no Caramel (Japan) 机甲宝贝64-七海传说,robot poncots tsu umi caramel japan 机甲宝贝七海传说,7,0.9930911433250498
Robotech - Crystal Dreams (USA) (Proto 2),太空堡垒-水晶之梦,Robotech - Crystal Dreams (USA) (Proto 2) 太空堡垒-水晶之梦,robotech crystal dreams usa proto 太空堡垒水晶之梦,5,0.9881678938106931
Robotech - Crystal Dreams (USA) (Proto 1),太空堡垒-水晶之梦,Robotech - Crystal Dreams (USA) (Proto 1) 太空堡垒-水晶之梦,robotech crystal dreams usa proto 太空堡垒水晶之梦,5,0.9881678938106931
Robotron 64 (Europe),机械大战64,Robotron 64 (Europe) 机械大战64,robotron europe 机械大战,1,0.9895461810395256
Robotron 64 (USA),机械大战64,Robotron 64 (USA) 机械大战64,robotron usa 机械大战,5,0.9939167674815146
"Rocket - Robot on Wheels (Europe) (En,Fr,De)",火箭-滑轮机器人,"Rocket - Robot on Wheels (Europe) (En,Fr,De) 火箭-滑轮机器人",rocket robot wheels europe enfrde 火箭滑轮机器人,1,0.9747047482182648
Rocket - Robot on Wheels (USA),火箭-滑轮机器人,Rocket - Robot on Wheels (USA) 火箭-滑轮机器人,rocket robot wheels usa 火箭滑轮机器人,5,0.9965783963728088
Rocket - Robot on Wheels (Europe) (Beta) (1999-09-29),火箭-滑轮机器人,Rocket - Robot on Wheels (Europe) (Beta) (1999-09-29) 火箭-滑轮机器人,rocket robot wheels europe beta 火箭滑轮机器人,1,0.9863234127177417
Rockman Dash - Hagane no Boukenshin (Japan),洛克人Dash-钢铁之心,Rockman Dash - Hagane no Boukenshin (Japan) 洛克人Dash-钢铁之心,rockman dash hagane boukenshin japan 洛克人dash钢铁之心,7,0.9933096758560753
Ronaldinho's Soccer 64 (Brazil) (Pirate),,Ronaldinho's Soccer 64 (Brazil) (Pirate) ,ronaldinhos soccer brazil pirate,5,1.0038153320653367
RR64 - Ridge Racer 64 (Europe),山脊赛车64,RR64 - Ridge Racer 64 (Europe) 山脊赛车64,rr ridge racer europe 山脊赛车,1,0.9939247661375191
RR64 - Ridge Racer 64 (USA),山脊赛车64,RR64 - Ridge Racer 64 (USA) 山脊赛车64,rr ridge racer usa 山脊赛车,5,0.9955235504439582
RTL World League Soccer 2000 (Germany),RTL世界联盟足球2000,RTL World League Soccer 2000 (Germany) RTL世界联盟足球2000,rtl world league soccer germany rtl世界联盟足球,4,0.9895893531241924
Rugrats - Die grosse Schatzsuche (Germany),淘气小兵兵-寻宝历险记,Rugrats - Die grosse Schatzsuche (Germany) 淘气小兵兵-寻宝历险记,rugrats die grosse schatzsuche germany 淘气小兵兵寻宝历险记,5,1.0011013111111895
Rugrats - Scavenger Hunt (USA),淘气小兵兵-寻宝历险记,Rugrats - Scavenger Hunt (USA) 淘气小兵兵-寻宝历险记,rugrats scavenger hunt usa 淘气小兵兵寻宝历险记,5,0.9935186339118925
Rugrats - Scavenger Hunt (USA) (Beta) (1999-04-02),淘气小兵兵-寻宝历险记,Rugrats - Scavenger Hunt (USA) (Beta) (1999-04-02) 淘气小兵兵-寻宝历险记,rugrats scavenger hunt usa beta 淘气小兵兵寻宝历险记,5,0.9848171662306631
Rugrats - Treasure Hunt (Europe),淘气小兵兵-寻宝历险记,Rugrats - Treasure Hunt (Europe) 淘气小兵兵-寻宝历险记,rugrats treasure hunt europe 淘气小兵兵寻宝历险记,1,0.9935984667363043
Rugrats in Paris - The Movie (Europe),淘气小兵兵-巴黎历险记,Rugrats in Paris - The Movie (Europe) 淘气小兵兵-巴黎历险记,rugrats paris movie europe 淘气小兵兵巴黎历险记,1,0.9945571067458925
Rugrats in Paris - The Movie (USA),淘气小兵兵-巴黎历险记,Rugrats in Paris - The Movie (USA) 淘气小兵兵-巴黎历险记,rugrats paris movie usa 淘气小兵兵巴黎历险记,5,0.996446941957134
"Rush 2 - Extreme Racing USA (Europe) (En,Fr,De,Es,It,Nl)",狂飙2-美国极限赛车,"Rush 2 - Extreme Racing USA (Europe) (En,Fr,De,Es,It,Nl) 狂飙2-美国极限赛车",rush extreme racing usa europe enfrdeesitnl 狂飙美国极限赛车,1,0.977986557886679
Rush 2 - Extreme Racing USA (USA),狂飙2-美国极限赛车,Rush 2 - Extreme Racing USA (USA) 狂飙2-美国极限赛车,rush extreme racing usa usa 狂飙美国极限赛车,5,0.9845530751996997
Rush 2 - Extreme Racing USA (USA) (LodgeNet),狂飙2-美国极限赛车,Rush 2 - Extreme Racing USA (USA) (LodgeNet) 狂飙2-美国极限赛车,rush extreme racing usa usa lodgenet 狂飙美国极限赛车,5,0.978248356465823
"S.C.A.R.S. (Europe) (En,Fr,De)",S.C.A.R.S.,"S.C.A.R.S. (Europe) (En,Fr,De) S.C.A.R.S.",scars europe enfrde scars,1,0.9727794937972205
S.C.A.R.S. (USA),S.C.A.R.S.,S.C.A.R.S. (USA) S.C.A.R.S.,scars usa scars,5,0.9949495273770612
Saikyou Habu Shougi (Japan),最强羽生将棋,Saikyou Habu Shougi (Japan) 最强羽生将棋,saikyou habu shougi japan 最强羽生将棋,7,0.9887096110621553
"San Francisco Rush - Extreme Racing (Europe) (En,Fr,De)",旧金山狂飙-极限赛车,"San Francisco Rush - Extreme Racing (Europe) (En,Fr,De) 旧金山狂飙-极限赛车",san francisco rush extreme racing europe enfrde 旧金山狂飙极限赛车,1,0.9689016014179889
"San Francisco Rush - Extreme Racing (USA) (En,Fr,De)",旧金山狂飙-极限赛车,"San Francisco Rush - Extreme Racing (USA) (En,Fr,De) 旧金山狂飙-极限赛车",san francisco rush extreme racing usa enfrde 旧金山狂飙极限赛车,1,0.9887950276087296
"San Francisco Rush - Extreme Racing (USA) (En,Fr,De) (Rev 1)",旧金山狂飙-极限赛车,"San Francisco Rush - Extreme Racing (USA) (En,Fr,De) (Rev 1) 旧金山狂飙-极限赛车",san francisco rush extreme racing usa enfrde rev 旧金山狂飙极限赛车,1,0.989207782487256
"San Francisco Rush 2049 (Europe) (En,Fr,De,Es,It,Nl)",旧金山狂飙2049,"San Francisco Rush 2049 (Europe) (En,Fr,De,Es,It,Nl) 旧金山狂飙2049",san francisco rush europe enfrdeesitnl 旧金山狂飙,1,0.9812052636328147
San Francisco Rush 2049 (USA),旧金山狂飙2049,San Francisco Rush 2049 (USA) 旧金山狂飙2049,san francisco rush usa 旧金山狂飙,5,0.9961703927008607
Scooby-Doo! - Classic Creep Capers (Europe),史酷比大冒险,Scooby-Doo! - Classic Creep Capers (Europe) 史酷比大冒险,scoobydoo classic creep capers europe 史酷比大冒险,1,0.9961659942777095
Scooby-Doo! - Classic Creep Capers (USA),史酷比大冒险,Scooby-Doo! - Classic Creep Capers (USA) 史酷比大冒险,scoobydoo classic creep capers usa 史酷比大冒险,5,0.9977570212283703
Scooby-Doo! - Classic Creep Capers (USA) (Rev 1),史酷比大冒险,Scooby-Doo! - Classic Creep Capers (USA) (Rev 1) 史酷比大冒险,scoobydoo classic creep capers usa rev 史酷比大冒险,9,0.9790560051482726
SD Hiryuu no Ken Densetsu (Japan),SD飞龙之拳传说,SD Hiryuu no Ken Densetsu (Japan) SD飞龙之拳传说,sd hiryuu ken densetsu japan sd飞龙之拳传说,7,0.9901169692703164
Sesame Street - Elmo's Letter Adventure (USA),艾摩的字母冒险,Sesame Street - Elmo's Letter Adventure (USA) 艾摩的字母冒险,sesame street elmos letter adventure usa 艾摩的字母冒险,5,0.9968364071746293
Sesame Street - Elmo's Number Journey (USA),艾摩的数字旅程,Sesame Street - Elmo's Number Journey (USA) 艾摩的数字旅程,sesame street elmos number journey usa 艾摩的数字旅程,5,0.9979656048130371
"Shadow Man (Europe) (En,Es,It)",影子武士,"Shadow Man (Europe) (En,Es,It) 影子武士",shadow man europe enesit 影子武士,1,0.992017001286893
Shadow Man (France),影子武士,Shadow Man (France) 影子武士,shadow man france 影子武士,5,0.9987731217061505
Shadow Man (Germany),影子武士,Shadow Man (Germany) 影子武士,shadow man germany 影子武士,5,0.9976942208282837
Shadow Man (USA),影子武士,Shadow Man (USA) 影子武士,shadow man usa 影子武士,5,0.9895339741496191
Shadow Man (Brazil),影子武士,Shadow Man (Brazil) 影子武士,shadow man brazil 影子武士,5,1.0006412062433698
Shadowgate 64 - Trials of the Four Towers (Europe),影之门64-四座塔的审判,Shadowgate 64 - Trials of the Four Towers (Europe) 影之门64-四座塔的审判,shadowgate trials four towers europe 影之门四座塔的审判,1,0.9888268407282791
"Shadowgate 64 - Trials of the Four Towers (Europe) (Es,It)",影之门64-四座塔的审判,"Shadowgate 64 - Trials of the Four Towers (Europe) (Es,It) 影之门64-四座塔的审判",shadowgate trials four towers europe esit 影之门四座塔的审判,1,0.9908302595423206
"Shadowgate 64 - Trials of the Four Towers (Europe) (Fr,De,Nl)",影之门64-四座塔的审判,"Shadowgate 64 - Trials of the Four Towers (Europe) (Fr,De,Nl) 影之门64-四座塔的审判",shadowgate trials four towers europe frdenl 影之门四座塔的审判,1,0.9908302595423206
Shadowgate 64 - Trials of the Four Towers (Japan),影之门64-四座塔的审判,Shadowgate 64 - Trials of the Four Towers (Japan) 影之门64-四座塔的审判,shadowgate trials four towers japan 影之门四座塔的审判,7,0.9911182552557536
"Shadowgate 64 - Trials of the Four Towers (USA) (En,Es)",影之门64-四座塔的审判,"Shadowgate 64 - Trials of the Four Towers (USA) (En,Es) 影之门64-四座塔的审判",shadowgate trials four towers usa enes 影之门四座塔的审判,5,0.9947898529221265
